score,cls_name,credit,note,cid,tid,populartiy,ct
"評量平假名、片假名50音發音寫法，基本單語、句型練習及生活會話。
平時成績40% 
期中考30%
期末考30%
遲到1次扣2分,無故缺席1次扣5分",應用外語學程,2.0,僅開放2月26日前網路加退選。選課注意事項見外語中心首頁公告。,917,877,1.0,917_877
平常成績(出席、小考、作業、態度等)40%＋期中考30%＋期末考30%,應用外語學程,2.0,修習資格及選課方式同上。,918,882,0.9333333333333333,918_882
"筆試,習題以及課堂發表等 
平時分數30%(含課堂小考,上課表現,出席率等) 
期中考分數30% 
期末考分數40%",應用外語學程,2.0,修習資格及選課方式同上。,918,530,0.9,918_530
nan,應用外語學程,2.0,修習資格及選課方式同上。,918,884,0.7833333333333333,918_884
期中考與期末考各占25%，口試10%，小考(兩次)各占20%。,應用外語學程,2.0,修習資格及選課方式同上。,918,885,0.16666666666666666,918_885
期中考30%、期末考40%、平時30%,應用外語學程,2.0,"應用日語學程選修課。需具日語基礎。
選課方式同上。
",1917,878,0.75,1917_878
"1. 需簽到，遲到10分鐘以上，記遲到，遲到一堂扣總分0.4分。遲到25分鐘以上，記曠課，曠課一堂扣總分1分。  
2. 期中考與期末考各占30%，口試10%，小考(兩次)各占15%。",應用外語學程,2.0,應用日語學程選修課。需具日語基礎。選課方式同上。,1917,885,0.7333333333333333,1917_885
平常成績佔40%(包括出席及上課表現)，期中考試佔30%，期末考試佔30%,應用外語學程,2.0,應用日語學程選修課。需具日語基礎。選課方式同上。,1917,881,1.0,1917_881
"平時(包含出席,作業,上課表現)：30% 期中(朗讀)：30% 期末(實作)：40%",應用外語學程,2.0,"應用日語學程選修課。需具基礎日語能力。
選課方式同上。",1918,882,0.95,1918_882
"期中考30%,期末考30%,平常成績40%(包括出席,上課態度...)",應用外語學程,2.0,"應用日語學程選修課。需具日語基礎。
選課方式同上。",1919,881,1.0,1919_881
"期中考筆試30%,期末考筆試30%,課堂學習單40%",應用外語學程,2.0,"應用日語學程選修課。需具日語基礎。
選課方式同上。",1919,884,1.0,1919_884
"midterm exam: 30%
final exam: 30%
attendance and homework: 40%

1. and 2. midterm and final exams: A dictation is given as an oral test at the beginning of the test. Listening comprehension is tested using ""true/false"" or ""fill in the blanks"" questions. ""Multiple choice"" and ""fill in the blanks"" types of questions, as well as ""free answer questions are used to test vocabulary and grammar. 
3. quizzes are used to test listening comprehension, vocabulary, writing, and grammar 
Attendance: students who come later than 20 minutes are recorded as unexcused absent for one period. Each student can be excused for up to 6 periods. A student can get excused if asked for a leave from school. For every unexcused absent period, 2 points are deducted, if more than 10 periods have been missed, 1 more point is deducted for every additional absent period.
Students have to reach at least 85% correct of the exercises presented in Conjuguemos.",應用外語學程,2.0,修習資格及選課方式同上。,923,537,0.23,923_537
"(The grading criteria detailed below is only tentative; please follow and refer to the grading criteria introduced by the teacher in the first class. 以下評分標準為暫定，請以任課教師第一節課所宣佈以及介紹課程為主)

1. Coursework, Quizzes, group discussion and presentation 40%  
2. Mid-term exam 30%
3. Final exam 30%

Attendance is required. Each missed class without proper excuses will result in 2 points deducted from the final overall score.",應用外語學程,2.0,開放2月26日前網路加退選。選課注意事項見外語中心首頁公告。,1920,785,0.8166666666666667,1920_785
"Quizzes, group discussion and presentation 50%  
Vocabulary Quiz: 15%
Attendance: 5%
Group presentation: 30%
Mid-term exam 25%
Final exam 25%",應用外語學程,2.0,修習資格及選課方式同上。,1920,129,0.85,1920_129
"1. midterm exam 30 % 
2. final exam 30 % 
3. reading assignments 20 % 
4. attendance 20% 
1. and 2. midterm and final exams: A text related to the in-class readings is given to the students. Content and vocabulary comprehension are tested using ""true/false"", ""multiple choice"" and ""fill in the blanks"" types of questions. 
3. Reading assignments: For each assignment students have to fill out a protocol 
4. attendance: students who come later than 20 minutes are recorded as unexcused absent for one period. Each student can be excused for up to 6 periods. A student can get excused if asked for a leave from school.",應用外語學程,2.0,二年級(含)以上學生始可選修。僅開放2月26日前網路加退選。選課注意事項見外語中心首頁公告。,1921,537,0.8,1921_537
nan,應用外語學程,2.0,二年級(含)以上學生始可選修。開放2月26日前網路加退選。選課注意事項見外語中心首頁公告。,1922,887,1.0,1922_887
"1. Class performance (participation and attendance): 30%
2. Quizzes: 20%
3. Writing Assignments: 25%
5. Group Project: 25%",應用外語學程,2.0,修習資格及選課方式同上。,1922,6,0.7666666666666667,1922_6
"1. Class performance (participation and attendance): 30%
2. Quizzes: 20%
3. Writing Assignments: 25%
5. Group Project: 25%",應用外語學程,2.0,修習資格及選課方式同上。,1922,571,1.0,1922_571
Coursework: 40% (including: Participation/ attendance: 15%; Assignments: 20%; Oral Presentation: 5%); Mid-term Essay: 30%; Final Essay: 30%,應用外語學程,2.0,二年級(含)以上學生始可選修。開放2月26日前網路加退選。選課注意事項見外語中心首頁公告。,1563,887,0.7333333333333333,1563_887
"Midterm, final, quizzes, and oral presentations",應用外語學程,2.0,開放2月26日前網路加退選。選課注意事項見外語中心首頁公告。,1923,251,1.0,1923_251
"Instructor: Shane Donald 
Class Time and Place: Tuesday 10:10 - noon, Engineering 108.
Required Text: Materials are provided by the instructor 
Office and Office Hours: Humanities Building 416, Minday 4:10 - 5pm, Tue noon to 3pm.
Telephone Number: 2451 7250, ext 5639 
Email: teacherfcu2017@gmail.com 

Conversation 2 is a class designed to give you confidence in using English for communication. The focus in this class is on using English as a tool for communication. Therefore, you cannot memorize information in this class in order to pass an exam. Instead, you will constantly be using English in the class. In class please respect the right of your classmates to express their opinions and to be heard. Part of conversation is, after all, being able to listen. I am available during office hours to see students or by appointment. Good luck for the semester ahead. 
Class Rules 
Later than 10 minutes = absent. 
Roll is taken every class 
Absent = -2% of attendance grade 
No food or drink in class (Feng Chia rule) 
A doctor’s note = an excused absence. You are allowed one excused absence per semester 
上課遲到10分鐘以上一律以缺席計。 
事假須於一週前事先告知教師 
Grades 
Impromptu Role-Plays - 30% 
Interviews - 20% 
Reflective Exercise on Interviews  -10%
Spoken assignment - 10% 
Attendance/participation - 30% 
.
Spoken Assignment 
In a group of two or three students will record a dialogue on a topic assigned by the teacher, based on a topic we have covered in class. This is done according to a schedule and done by each group once. After recording your dialogue, email it to me at teacherfcu2017@gmail.com 
Grading for Role Plays 
Length - 25% 
Pronunciation - 25% 
Intonation - 25% 
Interaction - 25% 
These role-plays are impromptu
Final Interviews 
The final exam is an interview with a partner in my office. This is a one-on-one interview. The topic will not be pre-announced, but it will be something we have done in class.
Reflective Exercise - one week after the interview groups will return to my office and watch the video of their interview, reflecitng on what areas need to be improved and which areas were done well.",應用外語學程,2.0,修習資格及選課方式同上。,1923,439,1.0,1923_439
"Midterm, final, quizzes, and oral presentations",應用外語學程,2.0,修習資格及選課方式同上。,1923,788,1.0,1923_788
nan,應用外語學程,2.0,開放2月26日前網路加退選。選課注意事項見外語中心首頁公告。,931,1171,1.0,931_1171
nan,應用外語學程,2.0,開放2月26日前網路加退選。選課注意事項見外語中心首頁公告。,1924,889,0.3333333333333333,1924_889
"25% Midterm
25% Final
50% Weekly Assignments & Quizzes (iLearn, written homework, iLearn recordings; in-class listening exercises)",應用外語學程,2.0,,1925,888,1.0,1925_888
nan,應用外語學程,2.0,,1926,788,0.925,1926_788
"講授
 筆試
 作業
期中考30% 期末考40% 平時成績30%",應用外語學程,2.0,需修過德文(一)。開放2月26日前網路加退選。開學第一次上課，老師憑簽到單點名。,1927,890,0.9333333333333333,1927_890
"講授
 筆試
 作業
期中考30% 期末考40% 平時成績30%",應用外語學程,2.0,修習資格及選課方式同上。,1927,317,0.5666666666666667,1927_317
"以講授為主
 平時30% 期中 40% 期末 30%",應用外語學程,2.0,二年級(含)以上學生且修過德文(三)始可選修。開放2月26日前網路加退選。選課注意事項見外語中心首頁。,1928,890,1.0,1928_890
nan,勞工安全衛生學程,3.0,,1929,893,1.0,1929_893
期中考(25%)；PMA考試(25%)；平常成績(含期末作業50%),專案管理學程,2.0,,1930,959,0.2833333333333333,1930_959
"平時成績40%
期中考30%
期末考30%",綠色能源科技學程,3.0,,1935,1172,0.7666666666666667,1935_1172
"(1) Homework assignment: 50%
(2) Quiz：10%
(3) Midterm exam : 20%
(4) Final exam: 20%",物聯網學程,3.0,,1936,659,1.0,1936_659
期中考35%。期末考35%。平時30%。,皮革科技與管理學程,3.0, ,1938,122,1.0,1938_122
"(1)作業: 10%
(2)隨堂考: 20%
(3)期中考: 30%
(4)期末考: 40%",皮革科技與管理學程,3.0, ,1939,1036,0.9166666666666666,1939_1036
學生在實習中需時常與企業實習老師及實習指導老師互動，並撰寫實習週記，由企業實習老師負責批改。實習指導老師於學生實習期間給予學生專業的諮詢指導。於實習結束後應填寫學生體驗成效評估表及撰寫實習心得報告，由企業實習老師及實習指導老師共同評估學生是否通過本課程。,鼎新電腦就業學習學程,9.0,鼎新電腦就業學習學分學程，僅考核通過者始取得修課資格,1940,230,0.08333333333333333,1940_230
nan,流體傳動科技學程,2.0,,1941,188,0.25,1941_188
nan,成衣菁英學程,3.0,,1942,901,0.38333333333333336,1942_901
nan,成衣菁英學程,3.0,,1943,51,0.9733333333333334,1943_51
nan,鞋類產業人才學程,3.0,,1944,902,0.7285714285714285,1944_902
nan,鞋類產業人才學程,3.0,,1945,902,0.8642857142857143,1945_902
nan,智慧軌道運輸學程,3.0,,1947,1174,0.35,1947_1174
nan,智慧軌道運輸學程,3.0,,1948,1175,0.9666666666666667,1948_1175
分組報告 與 上課點名,飛機製造學分學程,3.0,,1949,1176,0.6,1949_1176
nan,通識－人文(H),2.0,本課程為全英語授課,959,924,0.6333333333333333,959_924
"口頭報告 30%
期末考   40%
平時表現 30%: 包含出席率、上課態度和隨堂測驗。
*** 本學期會有數次網上點名
*** 隨堂測驗沒有補考",通識－人文(H),2.0,,1950,909,0.9466666666666667,1950_909
nan,通識－人文(H),2.0,限外籍生修習,968,925,0.3,968_925
nan,通識－人文(H),2.0,,1951,1177,0.8333333333333334,1951_1177
"上課出席30%,期中報告30%,期末報告40%",通識－自然(N),2.0,是否列入畢業學分請至各系確認。詳情  請參閱「通識課程選課須知」。,1952,850,0.9875,1952_850
nan,通識－社會(S),2.0,是否列入畢業學分請至各系確認。詳情  請參閱「通識課程選課須知」。,1953,989,0.8205128205128205,1953_989
1.課堂討論與出席狀況:30%  2.作業與期中報告: 40%  3.期末報告: 30%,通識－社會(S),2.0,是否列入畢業學分請至各系確認。詳情  請參閱「通識課程選課須知」。,1954,770,0.9743589743589743,1954_770
nan,通識－社會(S),2.0,是否列入畢業學分請至各系確認。詳情  請參閱「通識課程選課須知」。,1955,1178,0.875,1955_1178
nan,通識－社會(S),2.0,限外籍生修習,1956,45,0.2,1956_45
nan,通識－統合(M),2.0,是否列入畢業學分請至各系確認。詳情  請參閱「通識課程選課須知」。統合類課  程不得轉認列為人文、社會或自然領域課  程。,1047,746,0.9,1047_746
"出席、分組討論/團隊學習30%
講座/活動參與30%
策展40%",通識－統合(M),2.0,是否列入畢業學分請至各系確認。詳情  請參閱「通識課程選課須知」。統合類課  程不得轉認列為人文、社會或自然領域課  程。,1957,414,0.9857142857142858,1957_414
"出席、分組討論/團隊學習30%
期中報告30%
專利報告書40%
(最後完成一個專利報告書可以提送,日後同學有機會可取得新型專利1件)",通識－統合(M),2.0,是否列入畢業學分請至各系確認。詳情  請參閱「通識課程選課須知」。統合類課  程不得轉認列為人文、社會或自然領域課  程。,1958,966,0.9,1958_966
"作業暨評分說明(請一律透過教學平台繳交作業，並按照規定命名檔案)
1-心得報告(10%)
  觀賞表演藝術心得
2-小組作業(70%)
含課程參與度、設計過程與實務、習作呈現(討論中?)
	   舞台實務(10%)
	   燈光實務(10%)
	   音響實務(10%)
	   劇場週(40%)
3-出席率及課堂表現(20%)
因牽涉到實作及teamwork，每堂都點名，可事先請假，以利安排分工。
4-作業請準時繳交，逾時扣學期總分5分。若有特殊原因，請事先告知及延緩時間。
5-作業檔名請依據說明命名，若不照規定，斟酌扣分。
6-不定時加分",通識－統合(M),2.0,是否列入畢業學分請至各系確認。詳情  請參閱「通識課程選課須知」。統合類課  程不得轉認列為人文、社會或自然領域課  程。,1959,965,0.7,1959_965
"1.參加工作坊+期末配合學校音樂劇公演計劃工作時段+課堂表現與出缺席記錄 ＝期中考+平時  50%
2.期末成果發表與幕後工作小組參與態度+提交學習心得=期末考50%
(學習評量方式至少須兩項評分項目，評量方式及配分由老師自訂，以上僅供參考之用)
期中考週採小組討論與提報[期末呈現內容規劃進度]方式,無考試.  期末考採[集中一日,特定時段,共同演出]方式完成.
*因應互動課程特質,將規劃期中考前,與期中考週停課;集中兩次週六整天的[工作坊]時段,上專業課程.",通識－統合(M),2.0,是否列入畢業學分請至各系確認。詳情  請參閱「通識課程選課須知」。統合類課  程不得轉認列為人文、社會或自然領域課  程。,1960,962,0.8333333333333334,1960_962
"出席36%
期中30%
期末34%
超過100以100計",通識－統合(M),2.0,是否列入畢業學分請至各系確認。詳情  請參閱「通識課程選課須知」。統合類課  程不得轉認列為人文、社會或自然領域課  程。,1961,850,0.75,1961_850
演練,通識－統合(M),2.0,是否列入畢業學分請至各系確認。詳情  請參閱「通識課程選課須知」。統合類課  程不得轉認列為人文、社會或自然領域課  程。,1962,432,0.9,1962_432
"出缺席、課堂參與 30%   課程團體實作測驗  20%   
期末主題報告     50%",通識－統合(M),2.0,此課程為全英授課,1964,1180,0.6,1964_1180
"(一)課程參與20%
(二)小組合作20%
(三)文獻閱讀與整理20%
(四)具體成果40%",通識－統合(M),2.0,,1965,870,0.875,1965_870
歌唱測驗,通識－統合(M),2.0,不開放選課 需徵選,1966,1181,0.775,1966_1181
"1.	十次課堂點名，每次佔學期總成績兩分(遲到或早退則扣一分)。總計佔學期總成績20%。
2.	田野實作作業一份。請同學自行安排時間，訪問在中部地區積極參與公眾事務、或是經營事業有成的新住民，或是參訪與新住民相關之社會團體。訪問或參訪過後，請以臉書、IG、微博、PTT、Dcard或Blogger等任何一種網路自媒體(self-media)的形式發布(PO文)，其中應該包含與訪問對象的合照，或是在參訪地點學生本人有入鏡的照片兩張以上。如果是文字形式的心得感想，應介於200到1000字之間；如果是影片，應為兩分鐘到十分鐘之間(影片應經過適當剪輯，請勿直接使用直播功能)。同學們可結伴訪問相同的對象、參訪相同的團體，但是必須分別繳交內容不同的作業。完成後請將網址連結傳給授課老師。本項作業請於5月31日之前完成。本次田野作業佔期末總成績20%。以下為建議之參訪對象或團體：
•	林麗蟬(柬埔寨裔新住民)：立法委員、台灣新移民發展與交流協會理事長
•	麥玉珍(越南裔新住民)：社團法人台灣新移民協會秘書長
•	鄭尤莉(印尼裔新住民)：苗栗縣VIP(Vietnam Indonesia Philippines)姊妹協會理事長
•	武橋興(越南裔新住民)：彰化師大駐越南教育推廣中心執行長
•	陳妍蓁(印尼裔新住民)：1095文史工作室志工兼印尼語講師
•	楊美英(泰國裔新住民)：東協廣場三樓轉角泰國餐廳負責人
•	裴子晴(越南裔新住民)：台中市Hello Vietnam河內美食連鎖餐廳負責人
3.	期末報告一篇，由同學自選與新住民、新二代或移工相關的題目，並於第九周上課結束後，向授課教師繳交期末報告題目(不計分)。於六月的第一周與第二周，同學上台做口頭報告，佔學期總成績20%。於課程最後一周(06/26)的上課前，將報告的電子檔(PPT、Word、PDF或是影片格式)上傳至逢甲教學網，佔學期總成績20%。
4.	上課前請先預讀三到四篇之指定教材(指定教材皆列於課程大綱內)，以利於上課討論。上課踴躍發言討論，或是回答老師問題者，每次加一到兩分不等(授課教師可能以口頭詢問或是Line訊息的方式提出問題，所以第一堂課請同學們先加入老師的Line群組)。佔學期總成績20%。",通識－統合(M),2.0,,1967,1182,0.325,1967_1182
nan,通識－統合(M),1.0,"課程為2/27~4/20每週上兩節,於期中考前即完成課程",1968,198,0.85,1968_198
nan,通識－統合(M),1.0,"課程為4/23~6/14每週上兩節,於期中考後開始授課",1968,145,0.775,1968_145
分為三種平時點名(30%)、課堂實作(40%)、學期專題報告(30%),通識－統合(M),1.0,"課程為4/23~6/14每週上兩節,於期中考後開始授課",1968,62,0.55,1968_62
nan,通識－統合(M),1.0,"課程為4/23~6/14每週上兩節,於期中考後開始授課",1968,76,0.7,1968_76
nan,通識－統合(M),1.0,"課程為4/23~6/14每週上兩節,於期中考後授課",1969,198,0.275,1969_198
"(1)分組拍片劇本10 %
(2)期中分鏡作業15%
(2) 期末個人心得報告含照片10 %(不得低於1000字)
(3) 分組期末影片40 %
(4) 平時成績25 %(課堂參與度、出席率)
(5) 觀影心得6%(參與逢甲藝術電影院或通識沙龍之電影相關活動，三場以上即獲得6%)",通識－統合(M),2.0,"不開放選課,課程須經面試,相關徵選如通識中心網站(最新消息內)",1970,871,0.85,1970_871
nan,通識－統合(M),2.0,,1974,555,0.9555555555555556,1974_555
出缺席       15%  /課程實作     30%  /期中考       20%  /期末成果發表 35%,通識－統合(M),2.0,,1976,966,0.65,1976_966
nan,通識－統合(M),1.0,,1977,414,0.21666666666666667,1977_414
"分組討論/團隊學習30%
社會實踐40%
成果分享與策展30%",通識－統合(M),2.0,,1073,966,0.6666666666666666,1073_966
"個案研討、過程記錄40%
課程調查實作     30%
研究報告與期末成果發表30%",通識－統合(M),2.0,,1978,966,1.0,1978_966
"以 2學分為例 (亦可為 3學分 )
1. 微學分課程成績比例 微學分課程成績比例 微學分課程成績比例 (佔整體 80% →1.6 學分 )
出缺席 出缺席 20%
授課內容 授課內容 20 %
實作學習 實作學習 20 %
團隊合作與討論 團隊合作與討論 20%
成果發表 成果發表 20%
2. 微學分課程成績比例 微學分課程成績比例 微學分課程成績比例 (佔整體 20% →0.4 學分 )
達 1.6 學分則申請 學分則申請 指派導老 指派導老 師，並完成 成果發表 100 %",通識－統合(M),2.0,,1979,966,0.65,1979_966
"上課實機操做  50%
App規劃與設計(書面+口頭)  50%",通識－統合(M),1.0,,1981,608,0.15,1981_608
nan,通識－統合(M),2.0,,1983,606,0.016666666666666666,1983_606
"期中考30%
期末考 30%
出席、學習態度40%",體育選項二年級,0.0,上課地點：第一舞蹈教室(體育館二樓) ，謝絕旁聽生,1984,972,0.94,1984_972
"平常成績:40%
期中考:30%
期末考:30%",體育選項二年級,0.0,,1076,1185,0.88,1076_1185
nan,體育選項二年級,0.0,,1082,1185,0.9,1082_1185
出缺席，學習態度，動作技巧,體育選項二年級,0.0,,1084,1186,0.8,1084_1186
出缺席，學習態度，動作技巧,體育選項二年級,0.0,,1084,981,0.95,1084_981
"期中考占百分之30分
期末考占百分之30分
平時成績百分之40分",體育選項二年級,0.0,上課地點：主球場(體育館三樓),1085,262,0.9833333333333333,1085_262
nan,體育選項二年級,0.0,上課地點：桌球教室(電通館地下室),1087,977,0.8833333333333333,1087_977
nan,綜合班,3.0, ,1137,143,0.875,1137_143
期中考：30%、期末考：30%、平時成績：30%、上課出席：10%,綜合班,4.0,須隨班修習選課代號3462「中級會計學(二)實習」課,1278,211,0.9789473684210527,1278_211
出席率、隨堂小考、期中考試、期末考試,綜合班,3.0,,1477,490,0.75,1477_490
nan,綜合班,3.0,,1474,895,0.31666666666666665,1474_895
"學期成績計算方法與項目標準如下：
(1) Homework assignment: 10%
(2) Attendance rate: 10% 
(3) Quiz: 20%
(4) Midterm exam: 30% 
(5) Final exam: 30%",綜合班,3.0,,1480,493,0.43333333333333335,1480_493
nan,綜合班,2.0, ,537,568,0.16666666666666666,537_568
nan,綜合班,2.0, ,538,568,0.16666666666666666,538_568
"課堂作業25%, 程式實作45%, 集中考試30%",綜合班,2.0, ,1105,559,0.5111111111111111,1105_559
"1.學期成績計算項目及權重標準如下：
A.平時考核 30％
B.期中考成績 35％
C.期末考成績 35％
2.期中、期末考均配合學校考試時程進行，內容包含所有講授內容。
3.平時考核包括上課出席、聽講情形、課堂上的問與答及實務演練。",綜合班,3.0,,1285,990,0.989010989010989,1285_990
nan,綜合班,3.0,須隨班修習選課代號3475「統計學(二)實習」,1283,367,0.6833333333333333,1283_367
nan,綜合班,3.0,,1217,143,0.6222222222222222,1217_143
平常成績40%；期中考30%；期末考30%,綜合班,3.0,須隨班修習選課代號3480「會計學(二)實習」課,1275,991,0.963855421686747,1275_991
"Midterm 35%
Final 35%
In-class performance 25%
Problem-based learning (PBL) 5%",綜合班,3.0,須隨班修習選課代號3482「經濟學(二)實習」,1128,389,1.0,1128_389
nan,綜合班,0.0,須隨班修習選課代號3481「經濟學(二)」正課,1129,992,1.0,1129_992
"1.Homework and attendence, 20%
2.Midterm, 40%
3.Final, 40%",綜合班,3.0,,855,695,0.23333333333333334,855_695
nan,綜合班,2.0,,164,1056,0.98,164_1056
"作業 40%
第一次期中考 20%
第二次期中考 20%
期末考 20%
Bonus 1: 實習課出席和參與 10%
Bonus 2: 課堂出席和參與/ 10%",綜合班,3.0,限工工系學生選課,1198,1041,0.8777777777777778,1198_1041
"隨堂作業 30%
期中考試 30%
期末考試 30%
課程參與 10%",綜合班(微積分),3.0,1.應屆畢業生及延修生優先選課。         2.星期三第11-12節為實習課.             3.B班微積分(二)為下學期課程.           4.本課程限商、金融學院及土管、都資、建築系重補修生修習。,1110,425,1.0,1110_425
"In-class work 45%
(1)	Homework assignment (extensive reading, ESP/NGSL vocabulary) (20%)
(2)	Activities (e.g., attendance, online work, classroom tasks, etc.) (20%)
(3)	Self-introduction video (5%)
Midterm exam 35%
(1)	Written component (20%)
(2)	Oral component (3 interviews) (15%)
Final exam 20%",商英A班,2.0,初級班(第1級)。,1985,4,0.9714285714285714,1985_4
"In-Class Work 60%
*Homework assignments (outside reading, NGSL) 20%
*Attendance (15%), 
* Classroom Participation (5%)
*Self-Intro. video 10%
* Communicative tasks 10%
Exams (40%)
*Midterm Exam 20%
* Final Exam 20%",商英A班,2.0,初級班(第1級)。,1985,995,0.9714285714285714,1985_995
"平時Coursework 60%
(1) Communicative Task(s) (self-introduction video): 10%
(2) Outside reading (in-class discussions; homework, quizzes: 10% 
(3) NGSL vocabulary and/or Extensive reading (use either one, or both): 20%
(4) Attendance & other in-class activities: 20%
期中Midterm exam 20%
Exam papers + outside reading (10%)
期末Final exam 20%
Exam papers + outside reading (10%)",商英A班,2.0,中級班(第2級)。,1986,374,0.8857142857142857,1986_374
nan,商英A班,2.0,中級班(第2級)。,1986,317,0.8857142857142857,1986_317
"平時Coursework 60%
(1) Communicative Task(s) (self-introduction video): 10%
(2) Outside reading (in-class discussions; homework, quizzes: 10% 
(3) NGSL vocabulary and/or Extensive reading (use either one, or both): 20%
(4) Attendance & other in-class activities: 20%
期中Midterm exam 20%
Exam papers + outside reading (10%)
期末Final exam 20%
Exam papers + outside reading (10%)",商英A班,2.0,中級班(第2級)。,1986,431,0.8857142857142857,1986_431
"平時Coursework 60%
(1) Communicative Task(s) (self-introduction video): 10%
(2) Outside reading (in-class discussions; homework, quizzes): 10% 
(3) Extensive reading: 20%
(4) Attendance & other in-class activities: 20%
期中Midterm exam 20%
期末Final exam 20%",商英A班,2.0,中級班(第2級)。,1986,131,0.9714285714285714,1986_131
"平時Coursework 60%
(1) Self-introduction video: 10%
(2) Outside reading (in-class discussions; homework, quizzes: 10% 
(3) NGSL vocabulary and/or Extensive reading (use either one, or both): 20%
(4) Attendance & other in-class activities: 20%
期中Midterm exam 20%
Exam papers + outside reading (10% of the total mid-term score)
期末Final exam 20%
Exam papers + outside reading (10% of the total final-exam score)",商英A班,2.0,中級班(第2級)。,1986,785,0.8571428571428571,1986_785
"Midterm
Final
Attendance
Participation
Simplified Readers",商英A班,2.0,中級班(第2級)。,1986,996,0.8857142857142857,1986_996
"平時Coursework 60%
(1) Communicative Task(s) (self-introduction video): 10%
(2) Outside reading (in-class discussions; homework, quizzes): 10% 
(3) Extensive reading: 20%
(4) Attendance & other in-class activities: 20%
期中Midterm exam 20%
期末Final exam 20%
number100dad@yahoo.com",商英A班,2.0,中級班(第2級)。,1986,997,0.7714285714285715,1986_997
"1. Coursework 60% 
    (1) Attendance 10% 
    (2) Review quizzes 10%
    (3) Outside reading quizzes 10% 
    (4) Communicative task 20%
    (5) Extensive reading 10%
2. Midterm Exam 20%
3. Final Exam 20%
* Please purchase original textbooks, following intellectual property law. 請尊重智慧財產權，購買原文書。 
* Bring textbooks to class. The texts and exercises will be completed in class.  上課請帶課本，課文和習題會在課堂完成。",商英A班,2.0,中高級班(第3級)。,1987,253,0.6285714285714286,1987_253
"1. In-class work 40%
2. Midterm exam 20% 
3. Final exam 20%
4. Outside reading: 10% 
5. Oral communication task: 10%",商英A班,2.0,中高級班(第3級)。,1987,499,0.7428571428571429,1987_499
"In-class work:  60%
Midterm:        20%
Final:          20%",商英A班,2.0,中高級班(第3級)。,1987,491,0.7714285714285715,1987_491
"注意:
1.Please purchase original textbook, following intellectual property law. 
請尊重智慧財產權，購買原文書。 
2.The texts and exercises will be completed in class.  Please bring textbooks to class. 
上課請帶課本，課文和習題會在課堂完成。
(1) Course work 平時成績 60%
A. Attendance & class participation 出席 & 課堂參與 15%
B. Extra reading quizzes 課外自發性閱讀 (或自發性學習英文)15% 
C. NGSL quizzes 15%
D. Self-Introduction Video 自我介紹影片 15% 

(2) 期中Midterm exam 20%
(3) 期末Final exam 20%",商英A班,2.0,中高級班(第3級)。,1987,190,0.7714285714285715,1987_190
nan,商英A班,2.0,中高級班(第3級)。,1987,158,0.6571428571428571,1987_158
nan,商英A班,2.0,中高級班(第3級)。,1987,998,0.7714285714285715,1987_998
"注意:
1.Please purchase original textbook, following intellectual property law. 
請尊重智慧財產權，購買原文書。 
2.The texts and exercises will be completed in class.  Please bring textbooks to class. 
上課請帶課本，課文和習題會在課堂完成。
(1) Course work 60%
A. Attendance & Class participation 15%
B. Communicative tasks 25% 
C. Self-introduction video 10% 
D. Outside reading quizzes 10% 
(2) Midterm exam 20%
(3) Final exam 20%",商英A班,2.0,中高級班(第3級)。,1987,436,0.7714285714285715,1987_436
"Instructor: Shane Donald 
Class Time and Place: Engineering Building 302, Wednesday 8:10 - 10am
Required Text: 
Office and Office Hours: Humanities Building 416. Monday 4:10 - 5, Tuesday noon to 3pm.
Telephone Number: 2451 7250, ext 5639 
Email:theteachingproject2017@gmail.com
First-year English (FE) is a required 2-credit course for freshman students at Feng Chia University. Split into four levels based upon students’ English proficiency, it aims to develop their communication skills. Homework assignments emphasize reading. The reading should help students simultaneously improve their English and their ability to become autonomous learners. FE’s learning goals are grounded in outcome-based learning practices; this means students should be able to accomplish specific tasks in English, as outlined below, by the end of the course.
FE3 is a three-skills course, focusing on the reading, listening and speaking skills needed in an academic setting. The classroom is an interactive environment where students must communicate with both the teacher and each other. Readings based on academic and multicultural themes will form the core of the English-input materials used. Basic presentation skills will be taught. Students will demonstrate their comprehension and analytical skills through their presentations of a multicultural theme. 


Class Rules 
Later than 10 minutes = absent. 
Roll is taken every class 
Absent = -2% of attendance grade 
No food or drink in class (Feng Chia rule) 
A doctor’s note = an excused absence. You are allowed one excused absence per semester 
上課遲到10分鐘以上一律以缺席計。 
事假須於一週前事先告知教師
平時Course work 60%
(1) Communicative Task(s) (role play/presenation/videos/posters): 10% minimum (with culture elements tied to outside reading materials)
(2) Outside Reading (one reading related to Multiculturalism assessed by the Communicative Task as above): homework, quizzes (10% minimum)
(3) added by levels
期中Midterm exam 20%
Exam papers + outside reading (10%) : unified by levels
期末Final exam 20%
Exam papers + outside reading (10%): unified by levels
Grades
Midterm exam  - 20%
Final exam - 20%
Extensive reading (10 graded readers) - 20%
Short film self-introduction - 10%
Participation - 20% (two participation sheets)
Presentations - 10%",商英A班,2.0,高級班(第4級)。,1988,439,0.6285714285714286,1988_439
